,Code,Content,Values
1313,2000S-3095-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Marital status
(in detail) - Migrant background and experience",26928
1314,2000S-3095-GEODL3,"Persons: Occupation (areas by KldB 2010) - Marital status
(in detail) - Migrant background and experience",1683
1315,2000S-3095-GEOLK3,"Persons: Occupation (areas by KldB 2010) - Marital status
(in detail) - Migrant background and experience",693396
1316,2000S-3095-GEORB3,"Persons: Occupation (areas by KldB 2010) - Marital status
(in detail) - Migrant background and experience",60588
1317,2000S-3095-GEOVB3,"Persons: Occupation (areas by KldB 2010) - Marital status
(in detail) - Migrant background and experience",264231
1318,2000S-3096-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Citizenship
(selected countries)- Sex",7920
1319,2000S-3096-GEODL3,"Persons: Occupation (areas by KldB 2010) - Citizenship
(selected countries)- Sex",495
1320,2000S-3096-GEOGM3,"Persons: Occupation (areas by KldB 2010) - Citizenship
(selected countries)- Sex",779130
1321,2000S-3096-GEOLK3,"Persons: Occupation (areas by KldB 2010) - Citizenship
(selected countries)- Sex",203940
1322,2000S-3096-GEORB3,"Persons: Occupation (areas by KldB 2010) - Citizenship
(selected countries)- Sex",17820
1323,2000S-3096-GEOVB3,"Persons: Occupation (areas by KldB 2010) - Citizenship
(selected countries)- Sex",77715
1324,2000S-3097-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Age/Highest
professional qualification (detailed)/Highest
school-leaving qualification/Religion (in detail)/Status in
employment - Sex",6864
1325,2000S-3097-GEODL3,"Persons: Occupation (areas by KldB 2010) - Age/Highest
professional qualification (detailed)/Highest
school-leaving qualification/Religion (in detail)/Status in
employment - Sex",429
1326,2000S-3097-GEORB3,"Persons: Occupation (areas by KldB 2010) - Age/Highest
professional qualification (detailed)/Highest
school-leaving qualification/Religion (in detail)/Status in
employment - Sex",15444
1327,2000S-3098-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Highest
professional qualification (detailed) - Highest
school-leaving qualification",18304
1328,2000S-3098-GEODL3,"Persons: Occupation (areas by KldB 2010) - Highest
professional qualification (detailed) - Highest
school-leaving qualification",1144
1329,2000S-3098-GEORB3,"Persons: Occupation (areas by KldB 2010) - Highest
professional qualification (detailed) - Highest
school-leaving qualification",41184
1330,2000S-3099-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Status in
employment - Highest professional qualification
(detailed)/Highest school-leaving qualification/Religion",13728
1331,2000S-3099-GEODL3,"Persons: Occupation (areas by KldB 2010) - Status in
employment - Highest professional qualification
(detailed)/Highest school-leaving qualification/Religion",858
1332,2000S-3099-GEORB3,"Persons: Occupation (areas by KldB 2010) - Status in
employment - Highest professional qualification
(detailed)/Highest school-leaving qualification/Religion",30888
1333,2000S-3100-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Economic
(sub-)sectors - Age/Sex/Highest professional qualification
(detailed)/Highest school-leaving qualification/Religion",38896
1334,2000S-3100-GEODL3,"Persons: Occupation (areas by KldB 2010) - Economic
(sub-)sectors - Age/Sex/Highest professional qualification
(detailed)/Highest school-leaving qualification/Religion",2431
1335,2000S-3100-GEORB3,"Persons: Occupation (areas by KldB 2010) - Economic
(sub-)sectors - Age/Sex/Highest professional qualification
(detailed)/Highest school-leaving qualification/Religion",87516
1336,2000S-3101-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Age (ten years
age groups)/Sex/Economic (sub-)sectors - Type of private
household (by living arrangement)",23936
1337,2000S-3101-GEODL3,"Persons: Occupation (areas by KldB 2010) - Age (ten years
age groups)/Sex/Economic (sub-)sectors - Type of private
household (by living arrangement)",1496
1338,2000S-3102-GEOBL3,"Persons: Occupation (areas by KldB 2010) - Sex/Highest
professional qualification (detailed)/Economic
(sub-)sectors - Type of family nucleus (by living
arrangement)",17952
1339,2000S-3102-GEODL3,"Persons: Occupation (areas by KldB 2010) - Sex/Highest
professional qualification (detailed)/Economic
(sub-)sectors - Type of family nucleus (by living
arrangement)",1122
1340,2000S-3102-GEORB3,"Persons: Occupation (areas by KldB 2010) - Sex/Highest
professional qualification (detailed)/Economic
(sub-)sectors - Type of family nucleus (by living
arrangement)",40392
1341,2000S-3103-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",6864
1342,2000S-3103-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",429
1343,2000S-3103-GEOLK3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",176748
1344,2000S-3103-GEORB3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",15444
1345,2000S-3104-GEOBL3,"Persons: Occupation (main
classifications ISCO-08) - Age/Activity status
(detailed)/Marital status/Religion/Citizenship/Status in
employment/Economic sector (sections) - Sex",9504
1346,2000S-3104-GEODL3,"Persons: Occupation (main
classifications ISCO-08) - Age/Activity status
(detailed)/Marital status/Religion/Citizenship/Status in
employment/Economic sector (sections) - Sex",594
1347,2000S-3105-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Activity status (detailed) -
Highest professional qualification (detailed)/Status in
employment",25344
1348,2000S-3105-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Activity status (detailed) -
Highest professional qualification (detailed)/Status in
employment",1584
1349,2000S-3106-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Marital status - Age (ten years
age groups)/Economic sector (sections)",10560
1350,2000S-3106-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Marital status - Age (ten years
age groups)/Economic sector (sections)",660
1351,2000S-3107-GEOBL3,"Persons: Occupation (main groups of KldB 2010) - Religion -
Citizenship (selected countries)",10560
1352,2000S-3107-GEODL3,"Persons: Occupation (main groups of KldB 2010) - Religion -
Citizenship (selected countries)",660
1353,2000S-3108-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Status in employment - Highest
professional qual. (detailed)/Religion/Citizenship
(selected countries)",8448
1354,2000S-3108-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Status in employment - Highest
professional qual. (detailed)/Religion/Citizenship
(selected countries)",528
1355,2000S-3109-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Economic sector (sections) - Age
(ten years age groups)",40480
1356,2000S-3109-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Economic sector (sections) - Age
(ten years age groups)",2530
1357,2000S-3110-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Sex/Highest school-leaving
qualification - Type of family nucleus (by living
arrangement)",13728
1358,2000S-3110-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Sex/Highest school-leaving
qualification - Type of family nucleus (by living
arrangement)",858
1359,2000S-3110-GEOLK3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Sex/Highest school-leaving
qualification - Type of family nucleus (by living
arrangement)",353496
1360,2000S-3110-GEORB3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Sex/Highest school-leaving
qualification - Type of family nucleus (by living
arrangement)",30888
1361,2000S-3111-GEOBL3,"Persons: Occupation (main groups of KldB 2010) - Age (ten
years age groups) - Sex",18240
1362,2000S-3111-GEODL3,"Persons: Occupation (main groups of KldB 2010) - Age (ten
years age groups) - Sex",1140
1363,2000S-3111-GEOLK3,"Persons: Occupation (main groups of KldB 2010) - Age (ten
years age groups) - Sex",469680
1364,2000S-3111-GEORB3,"Persons: Occupation (main groups of KldB 2010) - Age (ten
years age groups) - Sex",41040
1365,2000S-3111-GEOVB3,"Persons: Occupation (main groups of KldB 2010) - Age (ten
years age groups) - Sex",178980
1366,2000S-3112-GEOBL3,"Persons: Occupation (main groups of KldB 2010) - Migrant
background and experience/Economic sector (sections) - Sex",31008
1367,2000S-3112-GEODL3,"Persons: Occupation (main groups of KldB 2010) - Migrant
background and experience/Economic sector (sections) - Sex",1938
1368,2000S-3112-GEORB3,"Persons: Occupation (main groups of KldB 2010) - Migrant
background and experience/Economic sector (sections) - Sex",69768
1369,2000S-3113-GEOBL3,"Persons: Occupation (main groups of KldB 2010) - Migrant
background and experience - Economic sector (sections)",237728
1370,2000S-3113-GEODL3,"Persons: Occupation (main groups of KldB 2010) - Migrant
background and experience - Economic sector (sections)",14858
1371,2000S-3114-GEOBL3,"Persons: Status in employment - Age (ten years age
groups)/Marital status (in detail) - Migrant background and
experience",16320
1372,2000S-3114-GEODL3,"Persons: Status in employment - Age (ten years age
groups)/Marital status (in detail) - Migrant background and
experience",1020
1373,2000S-3114-GEOLK3,"Persons: Status in employment - Age (ten years age
groups)/Marital status (in detail) - Migrant background and
experience",420240
1374,2000S-3114-GEORB3,"Persons: Status in employment - Age (ten years age
groups)/Marital status (in detail) - Migrant background and
experience",36720
1375,2000S-3114-GEOVB3,"Persons: Status in employment - Age (ten years age
groups)/Marital status (in detail) - Migrant background and
experience",160140
1376,2000S-3115-GEOBL3,"Persons: Status in employment - Age (ten years age
groups)/Citizenship (selected countries) - Sex",2880
1377,2000S-3115-GEODL3,"Persons: Status in employment - Age (ten years age
groups)/Citizenship (selected countries) - Sex",180
1378,2000S-3115-GEOGM3,"Persons: Status in employment - Age (ten years age
groups)/Citizenship (selected countries) - Sex",283320
1379,2000S-3115-GEOLK3,"Persons: Status in employment - Age (ten years age
groups)/Citizenship (selected countries) - Sex",74160
1380,2000S-3115-GEORB3,"Persons: Status in employment - Age (ten years age
groups)/Citizenship (selected countries) - Sex",6480
1381,2000S-3115-GEOVB3,"Persons: Status in employment - Age (ten years age
groups)/Citizenship (selected countries) - Sex",28260
1382,2000S-3116-GEOBL3,"Persons: Status in employment - Migrant background -
Activity status",2880
1383,2000S-3116-GEODL3,"Persons: Status in employment - Migrant background -
Activity status",180
1384,2000S-3116-GEOLK3,"Persons: Status in employment - Migrant background -
Activity status",74160
1385,2000S-3116-GEORB3,"Persons: Status in employment - Migrant background -
Activity status",6480
1386,2000S-3117-GEOBL3,"Persons: Activity status - Age (eleven classes of
years)/Migrant background and experience/Religion (in
detail) - Sex",4896
1387,2000S-3117-GEODL3,"Persons: Activity status - Age (eleven classes of
years)/Migrant background and experience/Religion (in
detail) - Sex",306
1388,2000S-3117-GEOLK3,"Persons: Activity status - Age (eleven classes of
years)/Migrant background and experience/Religion (in
detail) - Sex",126072
1389,2000S-3117-GEORB3,"Persons: Activity status - Age (eleven classes of
years)/Migrant background and experience/Religion (in
detail) - Sex",11016
1390,2000S-3118-GEOBL3,"Persons: Status in employment - Age (eleven classes of
years) - Migrant background and experience",19584
1391,2000S-3118-GEODL3,"Persons: Status in employment - Age (eleven classes of
years) - Migrant background and experience",1224
1392,2000S-3118-GEOLK3,"Persons: Status in employment - Age (eleven classes of
years) - Migrant background and experience",504288
1393,2000S-3118-GEORB3,"Persons: Status in employment - Age (eleven classes of
years) - Migrant background and experience",44064
1394,2000S-3119-GEOBL3,"Persons: Status in employment - Activity status/Migrant
background - Citizenship (selected countries)",14400
1395,2000S-3119-GEODL3,"Persons: Status in employment - Activity status/Migrant
background - Citizenship (selected countries)",900
1396,2000S-3119-GEOLK3,"Persons: Status in employment - Activity status/Migrant
background - Citizenship (selected countries)",370800
1397,2000S-3119-GEORB3,"Persons: Status in employment - Activity status/Migrant
background - Citizenship (selected countries)",32400
1398,2000S-3120-GEOBL3,"Persons: Status in employment - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",3744
1399,2000S-3120-GEODL3,"Persons: Status in employment - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",234
1400,2000S-3120-GEORB3,"Persons: Status in employment - Highest professional
qualification (detailed)/Highest school-leaving
qualification - Sex",8424
1401,2000S-3121-GEOBL3,"Persons: Status in employment - Economic (sub-)sectors -
Occupation (areas by KldB 2010)/Sex/Highest prof.
qualification (detailed)/Highest school-leaving
qualification/Religion",21216
1402,2000S-3121-GEODL3,"Persons: Status in employment - Economic (sub-)sectors -
Occupation (areas by KldB 2010)/Sex/Highest prof.
qualification (detailed)/Highest school-leaving
qualification/Religion",1326
1403,2000S-3121-GEORB3,"Persons: Status in employment - Economic (sub-)sectors -
Occupation (areas by KldB 2010)/Sex/Highest prof.
qualification (detailed)/Highest school-leaving
qualification/Religion",47736
1404,2000S-3122-GEOBL3,"Persons: Status in employment - Age/Activity status
(detailed)/Religion/Citizenship (continent)/Economic sector
(sections) - Sex",5184
1405,2000S-3122-GEODL3,"Persons: Status in employment - Age/Activity status
(detailed)/Religion/Citizenship (continent)/Economic sector
(sections) - Sex",324
1406,2000S-3123-GEOBL3,"Persons: Status in employment - Activity status (detailed) -
Highest professional qualification (detailed)/Religion (in
detail)/Citizenship (continent)",13824
1407,2000S-3123-GEODL3,"Persons: Status in employment - Activity status (detailed) -
Highest professional qualification (detailed)/Religion (in
detail)/Citizenship (continent)",864
1408,2000S-3124-GEOBL3,"Persons: Status in employment - Religion - Citizenship
(selected countries)",5760
1409,2000S-3124-GEODL3,"Persons: Status in employment - Religion - Citizenship
(selected countries)",360
1410,2000S-3125-GEOBL3,"Persons: Status in employment - Religion (in detail) -
Citizenship (continent)",6144
1411,2000S-3125-GEODL3,"Persons: Status in employment - Religion (in detail) -
Citizenship (continent)",384
1412,2000S-3126-GEOBL3,"Persons: Status in employment - Economic sector (sections) -
Highest professional qualification (detailed)",17664
1413,2000S-3126-GEODL3,"Persons: Status in employment - Economic sector (sections) -
Highest professional qualification (detailed)",1104
1414,2000S-3127-GEOBL3,"Persons: Status in employment - Activity status
(detailed)/Sex/Religion (in detail) - Type of private
household (by family)",10368
1415,2000S-3127-GEODL3,"Persons: Status in employment - Activity status
(detailed)/Sex/Religion (in detail) - Type of private
household (by family)",648
1416,2000S-3128-GEOBL3,"Persons: Status in employment - Age (age classes of
relevance to market research)/Sex - Type of private
household (by children)",38976
1417,2000S-3128-GEODL3,"Persons: Status in employment - Age (age classes of
relevance to market research)/Sex - Type of private
household (by children)",2436
1418,2000S-3129-GEOBL3,"Persons: Status in employment - Sex - Type of family nucleus
(by living arrangement)",1728
1419,2000S-3129-GEODL3,"Persons: Status in employment - Sex - Type of family nucleus
(by living arrangement)",108
1420,2000S-3129-GEOGM3,"Persons: Status in employment - Sex - Type of family nucleus
(by living arrangement)",169992
1421,2000S-3129-GEOLK3,"Persons: Status in employment - Sex - Type of family nucleus
(by living arrangement)",44496
1422,2000S-3129-GEORB3,"Persons: Status in employment - Sex - Type of family nucleus
(by living arrangement)",3888
1423,2000S-3129-GEOVB3,"Persons: Status in employment - Sex - Type of family nucleus
(by living arrangement)",16956
1424,2000S-3130-GEOBL3,"Persons: Economic (sub-)sectors - Marital status (in detail)
- Migrant background and experience",41616
1425,2000S-3130-GEODL3,"Persons: Economic (sub-)sectors - Marital status (in detail)
- Migrant background and experience",2601
1426,2000S-3130-GEOLK3,"Persons: Economic (sub-)sectors - Marital status (in detail)
- Migrant background and experience",1071612
1427,2000S-3130-GEORB3,"Persons: Economic (sub-)sectors - Marital status (in detail)
- Migrant background and experience",93636
1428,2000S-3130-GEOVB3,"Persons: Economic (sub-)sectors - Marital status (in detail)
- Migrant background and experience",408357
1429,2000S-3131-GEOBL3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Citizenship (selected countries) - Sex",8160
1430,2000S-3131-GEODL3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Citizenship (selected countries) - Sex",510
1431,2000S-3131-GEOGM3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Citizenship (selected countries) - Sex",802740
1432,2000S-3131-GEOLK3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Citizenship (selected countries) - Sex",210120
1433,2000S-3131-GEORB3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Citizenship (selected countries) - Sex",18360
1434,2000S-3131-GEOVB3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Citizenship (selected countries) - Sex",80070
1435,2000S-3132-GEOBL3,"Persons: Economic (sub-)sectors - Age (ten years age groups)
- Citizenship (selected countries)",40800
1436,2000S-3132-GEODL3,"Persons: Economic (sub-)sectors - Age (ten years age groups)
- Citizenship (selected countries)",2550
1437,2000S-3133-GEOBL3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed)/Highest school-leaving
qualification/Religion (in detail) - Sex",10608
1438,2000S-3133-GEODL3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed)/Highest school-leaving
qualification/Religion (in detail) - Sex",663
1439,2000S-3133-GEORB3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed)/Highest school-leaving
qualification/Religion (in detail) - Sex",23868
1440,2000S-3134-GEOBL3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed) - Highest school-leaving
qualification",28288
1441,2000S-3134-GEODL3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed) - Highest school-leaving
qualification",1768
1442,2000S-3134-GEORB3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed) - Highest school-leaving
qualification",63648
1443,2000S-3135-GEOBL3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Sex/Citizenship (selected countries) - Type of
private household (by living arrangement)",21760
1444,2000S-3135-GEODL3,"Persons: Economic (sub-)sectors - Age (ten years age
groups)/Sex/Citizenship (selected countries) - Type of
private household (by living arrangement)",1360
1445,2000S-3136-GEOBL3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed)/Sex - Type of family nucleus (by
living arrangement)",13056
1446,2000S-3136-GEODL3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed)/Sex - Type of family nucleus (by
living arrangement)",816
1447,2000S-3136-GEORB3,"Persons: Economic (sub-)sectors - Highest professional
qualification (detailed)/Sex - Type of family nucleus (by
living arrangement)",29376
1448,2000S-3137-GEOBL3,"Persons: Economic sector - Highest professional
qualification (detailed)/Religion (in detail)/Citizenship
(groups) - Sex",1920
1449,2000S-3137-GEODL3,"Persons: Economic sector - Highest professional
qualification (detailed)/Religion (in detail)/Citizenship
(groups) - Sex",120
1450,2000S-3138-GEOBL3,"Persons: Economic sector - Religion (in detail)/Citizenship
(groups) - Highest professional qualification (detailed)",5120
1451,2000S-3138-GEODL3,"Persons: Economic sector - Religion (in detail)/Citizenship
(groups) - Highest professional qualification (detailed)",320
1452,2000S-3139-GEOBL3,"Persons: Economic sector - Religion (in detail) -
Citizenship (groups)",5120
1453,2000S-3139-GEODL3,"Persons: Economic sector - Religion (in detail) -
Citizenship (groups)",320
1454,2000S-3140-GEOBL3,"Persons: Economic sector - Year of construction (decade
period)/Floor area of the dwelling (10m² intervals) - Type
of building",6400
1455,2000S-3140-GEODL3,"Persons: Economic sector - Year of construction (decade
period)/Floor area of the dwelling (10m² intervals) - Type
of building",400
1456,2000S-3141-GEOBL3,"Persons: Economic sector - Year of construction (decade
period) - Floor area of the dwelling (10m² intervals)",14400
1457,2000S-3141-GEODL3,"Persons: Economic sector - Year of construction (decade
period) - Floor area of the dwelling (10m² intervals)",900
1458,2000S-3142-GEOBL3,"Persons: Economic sector - Highest professional
qualification - Type of building/Year of construction
(decade period)/Floor area of the dwelling (10m² intervals)",2560
1459,2000S-3142-GEODL3,"Persons: Economic sector - Highest professional
qualification - Type of building/Year of construction
(decade period)/Floor area of the dwelling (10m² intervals)",160
1460,2000S-3143-GEOBL3,"Persons: Economic sector (sections) - Age (eleven classes of
years)/Migrant background and experience - Sex",18768
1461,2000S-3143-GEODL3,"Persons: Economic sector (sections) - Age (eleven classes of
years)/Migrant background and experience - Sex",1173
1462,2000S-3143-GEOLK3,"Persons: Economic sector (sections) - Age (eleven classes of
years)/Migrant background and experience - Sex",483276
1463,2000S-3143-GEORB3,"Persons: Economic sector (sections) - Age (eleven classes of
years)/Migrant background and experience - Sex",42228
1464,2000S-3144-GEOBL3,"Persons: Economic sector (sections) - Age (eleven classes of
years) - Migrant background and experience",75072
1465,2000S-3144-GEODL3,"Persons: Economic sector (sections) - Age (eleven classes of
years) - Migrant background and experience",4692
1466,2000S-3144-GEORB3,"Persons: Economic sector (sections) - Age (eleven classes of
years) - Migrant background and experience",168912
1467,2000S-3145-GEOBL3,"Persons: Economic sector (sections) - Marital
status/Religion (in detail) - Age (ten years age groups)",22080
1468,2000S-3145-GEODL3,"Persons: Economic sector (sections) - Marital
status/Religion (in detail) - Age (ten years age groups)",1380
1469,2000S-3146-GEOBL3,"Persons: Economic sector (sections) - Marital status (in
detail) - Religion (in detail)",26496
1470,2000S-3146-GEODL3,"Persons: Economic sector (sections) - Marital status (in
detail) - Religion (in detail)",1656
1471,2000S-3147-GEOBL3,"Persons: Economic sector (sections) - Age/Marital
status/Highest professional qualification
(detailed)/Religion (in detail)/Citizenship (continents) -
Sex",11040
1472,2000S-3147-GEODL3,"Persons: Economic sector (sections) - Age/Marital
status/Highest professional qualification
(detailed)/Religion (in detail)/Citizenship (continents) -
Sex",690
1473,2000S-3148-GEOBL3,"Persons: Economic sector (sections) - Age (eleven classes of
years) - Citizenship (continents)",35328
1474,2000S-3148-GEODL3,"Persons: Economic sector (sections) - Age (eleven classes of
years) - Citizenship (continents)",2208
1475,2000S-3149-GEOBL3,"Persons: Economic sector (sections) - Age (eleven classes of
years)/Sex/Citizenship (continent) - Size of private
household",30912
1476,2000S-3149-GEODL3,"Persons: Economic sector (sections) - Age (eleven classes of
years)/Sex/Citizenship (continent) - Size of private
household",1932
1477,2000S-3150-GEOBL3,"Persons: Economic sector (sections) - Age (ten years age
groups)/Sex - Type of private household (by living
arrangement)",29440
1478,2000S-3150-GEODL3,"Persons: Economic sector (sections) - Age (ten years age
groups)/Sex - Type of private household (by living
arrangement)",1840
1479,2000S-3151-GEOBL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Migrant background (selected
countries) - Sex/Highest professional qualification
(detailed)",7920
1480,2000S-3151-GEODL3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Migrant background (selected
countries) - Sex/Highest professional qualification
(detailed)",495
1481,2000S-3151-GEOLK3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Migrant background (selected
countries) - Sex/Highest professional qualification
(detailed)",203940
1482,2000S-3151-GEORB3,"Persons: Gainful activity by occupation (main
classifications ISCO-08) - Migrant background (selected
countries) - Sex/Highest professional qualification
(detailed)",17820
1483,2000S-3152-GEOBL3,"Persons: Status in employment/Economic sector (sections) -
Migrant background - Age (eleven classes of years)/Sex",18432
1484,2000S-3152-GEODL3,"Persons: Status in employment/Economic sector (sections) -
Migrant background - Age (eleven classes of years)/Sex",1152
1485,2000S-3152-GEOLK3,"Persons: Status in employment/Economic sector (sections) -
Migrant background - Age (eleven classes of years)/Sex",474624
1486,2000S-3152-GEORB3,"Persons: Status in employment/Economic sector (sections) -
Migrant background - Age (eleven classes of years)/Sex",41472
1487,2000S-3153-GEOBL3,"Persons: Economic (sub-)sectors/Economic sector (sections) -
Migration experience (decade of arrival) - Age (ten years
age groups)/Sex",21760
1488,2000S-3153-GEODL3,"Persons: Economic (sub-)sectors/Economic sector (sections) -
Migration experience (decade of arrival) - Age (ten years
age groups)/Sex",1360
1489,2000S-3154-GEOBL3,"Persons: Economic (sub-)sectors/Economic sector (sections) -
Migration experience (decade of arrival) - Type of private
household (by living arrangement)",17408
1490,2000S-3154-GEODL3,"Persons: Economic (sub-)sectors/Economic sector (sections) -
Migration experience (decade of arrival) - Type of private
household (by living arrangement)",1088
1491,2000S-3155-GEOBL3,"Persons: Migrant background (selected countries) - Age (ten
years age groups) - Sex/Migrant background and
experience/Citizenship (selected countries)",40800
1492,2000S-3155-GEODL3,"Persons: Migrant background (selected countries) - Age (ten
years age groups) - Sex/Migrant background and
experience/Citizenship (selected countries)",2550
1493,2000S-3155-GEOLK3,"Persons: Migrant background (selected countries) - Age (ten
years age groups) - Sex/Migrant background and
experience/Citizenship (selected countries)",1050600
1494,2000S-3155-GEORB3,"Persons: Migrant background (selected countries) - Age (ten
years age groups) - Sex/Migrant background and
experience/Citizenship (selected countries)",91800
1495,2000S-3155-GEOVB3,"Persons: Migrant background (selected countries) - Age (ten
years age groups) - Sex/Migrant background and
experience/Citizenship (selected countries)",400350
1496,2000S-3156-GEOBL3,"Persons: Migrant background (selected countries) - Age
(eleven classes of years)/Marital status (in detail) -
Migrant background and experience",48960
1497,2000S-3156-GEODL3,"Persons: Migrant background (selected countries) - Age
(eleven classes of years)/Marital status (in detail) -
Migrant background and experience",3060
1498,2000S-3156-GEOLK3,"Persons: Migrant background (selected countries) - Age
(eleven classes of years)/Marital status (in detail) -
Migrant background and experience",1260720
1499,2000S-3156-GEORB3,"Persons: Migrant background (selected countries) - Age
(eleven classes of years)/Marital status (in detail) -
Migrant background and experience",110160
1500,2000S-3156-GEOVB3,"Persons: Migrant background (selected countries) - Age
(eleven classes of years)/Marital status (in detail) -
Migrant background and experience",480420
1501,2000S-3157-GEOBL3,"Persons: Migrant background - Age (eleven classes of years)
- Activity status/Marital status (in detail)/Sex/Religion
(in detail)/Citizenship (selected countries)",30720
1502,2000S-3157-GEODL3,"Persons: Migrant background - Age (eleven classes of years)
- Activity status/Marital status (in detail)/Sex/Religion
(in detail)/Citizenship (selected countries)",1920
1503,2000S-3157-GEOLK3,"Persons: Migrant background - Age (eleven classes of years)
- Activity status/Marital status (in detail)/Sex/Religion
(in detail)/Citizenship (selected countries)",791040
1504,2000S-3157-GEORB3,"Persons: Migrant background - Age (eleven classes of years)
- Activity status/Marital status (in detail)/Sex/Religion
(in detail)/Citizenship (selected countries)",69120
1505,2000S-3158-GEOBL3,"Persons: Migrant background - Activity status/Marital status
(in detail)/Religion (in detail)/Citizenship (selected
countries) - Sex",7680
1506,2000S-3158-GEODL3,"Persons: Migrant background - Activity status/Marital status
(in detail)/Religion (in detail)/Citizenship (selected
countries) - Sex",480
1507,2000S-3158-GEOLK3,"Persons: Migrant background - Activity status/Marital status
(in detail)/Religion (in detail)/Citizenship (selected
countries) - Sex",197760
1508,2000S-3158-GEORB3,"Persons: Migrant background - Activity status/Marital status
(in detail)/Religion (in detail)/Citizenship (selected
countries) - Sex",17280
1509,2000S-3159-GEOBL3,"Persons: Migrant background (selected countries) - Activity
status - Citizenship (selected countries)",36000
1510,2000S-3159-GEODL3,"Persons: Migrant background (selected countries) - Activity
status - Citizenship (selected countries)",2250
1511,2000S-3159-GEORB3,"Persons: Migrant background (selected countries) - Activity
status - Citizenship (selected countries)",81000
1512,2000S-3160-GEOBL3,"Persons: Migrant background - Age (age classes of relevance
to market research) - Migrant background (duration of
stay)",25088
1513,2000S-3160-GEODL3,"Persons: Migrant background - Age (age classes of relevance
to market research) - Migrant background (duration of
stay)",1568
1514,2000S-3161-GEOBL3,"Persons: Migrant background (sel. countries/continents)
- Age (age classes of rel. to market research)/Migrant
background (duration of stay) - Marital status (in
detail)/Sex",32256
1515,2000S-3161-GEODL3,"Persons: Migrant background (sel. countries/continents)
- Age (age classes of rel. to market research)/Migrant
background (duration of stay) - Marital status (in
detail)/Sex",2016
1516,2000S-3162-GEOBL3,"Persons: Migrant background (selected countries) - Age (five
years age groups) - Sex",14400
1517,2000S-3162-GEODL3,"Persons: Migrant background (selected countries) - Age (five
years age groups) - Sex",900
1518,2000S-3163-GEOBL3,"Persons: Migrant background - Age (eleven classes of
years)/Sex - Equipment in dwelling",15360
1519,2000S-3163-GEODL3,"Persons: Migrant background - Age (eleven classes of
years)/Sex - Equipment in dwelling",960
1520,2000S-3163-GEOLK3,"Persons: Migrant background - Age (eleven classes of
years)/Sex - Equipment in dwelling",395520
