,ARS,BL_name,ADE2,ADE3,ADE4,ADE5,ADE6,EF5_Verbandsbezeichnung,GEM_TYPE,ADE2_LAND,ADE2_LAND,ADE3_REG_BEZ,ADE3_REG_BEZ,ADE4_KREIS,ADE4_KREIS,ADE5_VERB_GEM,ADE5_VERB_GEM,ADE6_GEMEINDE,ADE6_GEMEINDE,EF1_Satzart,Fläche in ha,Fläche in ha,Fläche in ha,"Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, insgesamt","Bevölkerung, männlich","Bevölkerung, männlich","Bevölkerung, männlich",Neue Postleitzahl,Neue Postleitzahl,Finanzamtsbezirk,Finanzamtsbezirk,Gerichtsbarkeit,Gerichtsbarkeit,Arbeitsagenturbezirk,Arbeitsagenturbezirk,Bundestagswahlkreise,Bundestagswahlkreise
,,,,,,,,,,mean,count,mean,count,mean,count,mean,count,mean,count,count,sum,median,mean,sum,median,mean,sum,median,mean,nunique,unique,nunique,unique,nunique,unique,nunique,unique,nunique,unique
8754,120650144144,Brandenburg,12,0,65,0144,144,"Hohen Neuendorf, Stadt",Stadt,12.0,1,0.0,1,65.0,1,144.0,1,144.0,1,1,4856,4856.0,4856.0,27131,27131.0,27131.0,13242,13242.0,13242.0,1,['16540*****'],1,[3053],1,[14020],1,[38170],1,[58]
8755,120650165165,Brandenburg,12,0,65,0165,165,"Kremmen, Stadt",Stadt,12.0,1,0.0,1,65.0,1,165.0,1,165.0,1,1,20961,20961.0,20961.0,7745,7745.0,7745.0,3814,3814.0,3814.0,1,['16766     '],1,[3053],1,[14020],1,[38170],1,[58]
8756,120650180180,Brandenburg,12,0,65,0180,180,Leegebruch,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,180.0,1,180.0,1,1,645,645.0,645.0,6940,6940.0,6940.0,3429,3429.0,3429.0,1,['16767     '],1,[3053],1,[14020],1,[38170],1,[58]
8757,120650193193,Brandenburg,12,0,65,0193,193,"Liebenwalde, Stadt",Stadt,12.0,1,0.0,1,65.0,1,193.0,1,193.0,1,1,14214,14214.0,14214.0,4500,4500.0,4500.0,2245,2245.0,2245.0,1,['16559     '],1,[3053],1,[14050],1,[38170],1,[58]
8758,120650198198,Brandenburg,12,0,65,0198,198,Löwenberger Land,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,198.0,1,198.0,1,1,24543,24543.0,24543.0,8741,8741.0,8741.0,4369,4369.0,4369.0,1,['16775     '],1,[3053],1,[14050],1,[38050],1,[58]
8759,120650225225,Brandenburg,12,0,65,0225,225,Mühlenbecker Land,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,225.0,1,225.0,1,1,5265,5265.0,5265.0,15438,15438.0,15438.0,7630,7630.0,7630.0,1,['16567*****'],1,[3053],1,[14020],1,[38170],1,[58]
8760,120650251251,Brandenburg,12,0,65,0251,251,Oberkrämer,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,251.0,1,251.0,1,1,10362,10362.0,10362.0,11980,11980.0,11980.0,6051,6051.0,6051.0,1,['16727     '],1,[3053],1,[14020],1,[38170],1,[58]
8761,120650256256,Brandenburg,12,0,65,0256,256,"Oranienburg, Stadt",Stadt,12.0,1,0.0,1,65.0,1,256.0,1,256.0,1,1,16369,16369.0,16369.0,48492,48492.0,48492.0,23665,23665.0,23665.0,1,['16515     '],1,[3053],1,[14020],1,[38170],1,[58]
8762,120650332332,Brandenburg,12,0,65,0332,332,"Velten, Stadt",Stadt,12.0,1,0.0,1,65.0,1,332.0,1,332.0,1,1,2342,2342.0,2342.0,12733,12733.0,12733.0,6274,6274.0,6274.0,1,['16727     '],1,[3053],1,[14020],1,[38170],1,[58]
8763,120650356356,Brandenburg,12,0,65,0356,356,"Zehdenick, Stadt",Stadt,12.0,1,0.0,1,65.0,1,356.0,1,356.0,1,1,22306,22306.0,22306.0,13267,13267.0,13267.0,6601,6601.0,6601.0,1,['16792     '],1,[3053],1,[14050],1,[38050],1,[58]
8764,120655502100,Brandenburg,12,0,65,5502,100,"Gransee, Stadt",Stadt,12.0,1,0.0,1,65.0,1,5502.0,1,100.0,1,1,12168,12168.0,12168.0,6022,6022.0,6022.0,2944,2944.0,2944.0,1,['16775     '],1,[3053],1,[14050],1,[38050],1,[58]
8765,120655502117,Brandenburg,12,0,65,5502,117,Großwoltersdorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,5502.0,1,117.0,1,1,5266,5266.0,5266.0,740,740.0,740.0,390,390.0,390.0,1,['16775     '],1,[3053],1,[14050],1,[38050],1,[58]
8766,120655502276,Brandenburg,12,0,65,5502,276,Schönermark,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,5502.0,1,276.0,1,1,1191,1191.0,1191.0,435,435.0,435.0,223,223.0,223.0,1,['16775     '],1,[3053],1,[14050],1,[38050],1,[58]
8767,120655502301,Brandenburg,12,0,65,5502,301,Sonnenberg,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,5502.0,1,301.0,1,1,5057,5057.0,5057.0,820,820.0,820.0,420,420.0,420.0,1,['16775     '],1,[3053],1,[14050],1,[38050],1,[58]
8768,120655502310,Brandenburg,12,0,65,5502,310,Stechlin,Kreisangehörige Gemeinde,12.0,1,0.0,1,65.0,1,5502.0,1,310.0,1,1,8473,8473.0,8473.0,1173,1173.0,1173.0,567,567.0,567.0,1,['16775     '],1,[3053],1,[14050],1,[38050],1,[58]
8769,120660052052,Brandenburg,12,0,66,0052,052,"Calau/Kalawa, Stadt",Stadt,12.0,1,0.0,1,66.0,1,52.0,1,52.0,1,1,16349,16349.0,16349.0,7695,7695.0,7695.0,3791,3791.0,3791.0,1,['03205     '],1,[3057],1,[11050],1,[35090],1,[65]
8770,120660112112,Brandenburg,12,0,66,0112,112,"Großräschen/Rań, Stadt",Stadt,12.0,1,0.0,1,66.0,1,112.0,1,112.0,1,1,8186,8186.0,8186.0,8298,8298.0,8298.0,4049,4049.0,4049.0,1,['01983     '],1,[3057],1,[11050],1,[35370],1,[65]
8771,120660176176,Brandenburg,12,0,66,0176,176,"Lauchhammer, Stadt",Stadt,12.0,1,0.0,1,66.0,1,176.0,1,176.0,1,1,8930,8930.0,8930.0,13951,13951.0,13951.0,6805,6805.0,6805.0,1,['01979     '],1,[3057],1,[11050],1,[35370],1,[65]
8772,120660196196,Brandenburg,12,0,66,0196,196,"Lübbenau/Spreewald / Lubnjow/Błota, Stadt",Stadt,12.0,1,0.0,1,66.0,1,196.0,1,196.0,1,1,13951,13951.0,13951.0,15774,15774.0,15774.0,7711,7711.0,7711.0,1,['03222     '],1,[3057],1,[11040],1,[35090],1,[65]
8773,120660285285,Brandenburg,12,0,66,0285,285,Schipkau,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,285.0,1,285.0,1,1,6894,6894.0,6894.0,6614,6614.0,6614.0,3213,3213.0,3213.0,1,['01998*****'],1,[3057],1,[11050],1,[35370],1,[65]
8774,120660296296,Brandenburg,12,0,66,0296,296,"Schwarzheide, Stadt",Stadt,12.0,1,0.0,1,66.0,1,296.0,1,296.0,1,1,3344,3344.0,3344.0,5637,5637.0,5637.0,2772,2772.0,2772.0,1,['01987     '],1,[3057],1,[11050],1,[35370],1,[65]
8775,120660304304,Brandenburg,12,0,66,0304,304,"Senftenberg/Zły Komorow, Stadt",Stadt,12.0,1,0.0,1,66.0,1,304.0,1,304.0,1,1,12756,12756.0,12756.0,23282,23282.0,23282.0,11184,11184.0,11184.0,1,['01968*****'],1,[3057],1,[11050],1,[35370],1,[65]
8776,120660320320,Brandenburg,12,0,66,0320,320,"Vetschau/Spreewald / Wětošow/Błota, Stadt",Stadt,12.0,1,0.0,1,66.0,1,320.0,1,320.0,1,1,11142,11142.0,11142.0,7645,7645.0,7645.0,3778,3778.0,3778.0,1,['03226     '],1,[3057],1,[11050],1,[35090],1,[65]
8777,120665601008,Brandenburg,12,0,66,5601,008,Altdöbern,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5601.0,1,8.0,1,1,6154,6154.0,6154.0,2415,2415.0,2415.0,1185,1185.0,1185.0,1,['03229     '],1,[3057],1,[11050],1,[35090],1,[65]
8778,120665601041,Brandenburg,12,0,66,5601,041,Bronkow,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5601.0,1,41.0,1,1,3854,3854.0,3854.0,543,543.0,543.0,288,288.0,288.0,1,['03205*****'],1,[3057],1,[11050],1,[35090],1,[65]
8779,120665601202,Brandenburg,12,0,66,5601,202,Luckaitztal,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5601.0,1,202.0,1,1,4191,4191.0,4191.0,755,755.0,755.0,385,385.0,385.0,1,['03229     '],1,[3057],1,[11050],1,[35090],1,[65]
8780,120665601226,Brandenburg,12,0,66,5601,226,Neu-Seeland/Nowa Jazorina,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5601.0,1,226.0,1,1,3799,3799.0,3799.0,581,581.0,581.0,288,288.0,288.0,1,['03103*****'],1,[3057],1,[11050],1,[35370],1,[65]
8781,120665601228,Brandenburg,12,0,66,5601,228,Neupetershain/Nowe Wiki,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5601.0,1,228.0,1,1,1880,1880.0,1880.0,1233,1233.0,1233.0,600,600.0,600.0,1,['03103*****'],1,[3057],1,[11050],1,[35370],1,[65]
8782,120665606064,Brandenburg,12,0,66,5606,064,Frauendorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5606.0,1,64.0,1,1,2083,2083.0,2083.0,707,707.0,707.0,367,367.0,367.0,1,['01945*****'],1,[3057],1,[11050],1,[35370],1,[65]
8783,120665606104,Brandenburg,12,0,66,5606,104,Großkmehlen,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5606.0,1,104.0,1,1,1388,1388.0,1388.0,1062,1062.0,1062.0,528,528.0,528.0,1,['01990     '],1,[3057],1,[11050],1,[35370],1,[65]
8784,120665606168,Brandenburg,12,0,66,5606,168,Kroppen,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5606.0,1,168.0,1,1,1525,1525.0,1525.0,714,714.0,714.0,345,345.0,345.0,1,['01945*****'],1,[3057],1,[11050],1,[35370],1,[65]
8785,120665606188,Brandenburg,12,0,66,5606,188,Lindenau,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5606.0,1,188.0,1,1,1117,1117.0,1117.0,757,757.0,757.0,364,364.0,364.0,1,['01945*****'],1,[3057],1,[11050],1,[35370],1,[65]
8786,120665606240,Brandenburg,12,0,66,5606,240,"Ortrand, Stadt",Stadt,12.0,1,0.0,1,66.0,1,5606.0,1,240.0,1,1,736,736.0,736.0,2021,2021.0,2021.0,953,953.0,953.0,1,['01990     '],1,[3057],1,[11050],1,[35370],1,[65]
8787,120665606316,Brandenburg,12,0,66,5606,316,Tettau,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5606.0,1,316.0,1,1,884,884.0,884.0,748,748.0,748.0,360,360.0,360.0,1,['01945*****'],1,[3057],1,[11050],1,[35370],1,[65]
8788,120665607116,Brandenburg,12,0,66,5607,116,Grünewald,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5607.0,1,116.0,1,1,1345,1345.0,1345.0,506,506.0,506.0,271,271.0,271.0,1,['01945     '],1,[3057],1,[11050],1,[35370],1,[65]
8789,120665607120,Brandenburg,12,0,66,5607,120,Guteborn,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5607.0,1,120.0,1,1,1669,1669.0,1669.0,520,520.0,520.0,263,263.0,263.0,1,['01945     '],1,[3057],1,[11050],1,[35370],1,[65]
8790,120665607124,Brandenburg,12,0,66,5607,124,Hermsdorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5607.0,1,124.0,1,1,3303,3303.0,3303.0,733,733.0,733.0,375,375.0,375.0,1,['01945     '],1,[3057],1,[11050],1,[35370],1,[65]
8791,120665607132,Brandenburg,12,0,66,5607,132,Hohenbocka,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5607.0,1,132.0,1,1,1560,1560.0,1560.0,979,979.0,979.0,493,493.0,493.0,1,['01945     '],1,[3057],1,[11050],1,[35370],1,[65]
8792,120665607272,Brandenburg,12,0,66,5607,272,"Ruhland, Stadt",Stadt,12.0,1,0.0,1,66.0,1,5607.0,1,272.0,1,1,3722,3722.0,3722.0,3737,3737.0,3737.0,1807,1807.0,1807.0,1,['01945     '],1,[3057],1,[11050],1,[35370],1,[65]
8793,120665607292,Brandenburg,12,0,66,5607,292,Schwarzbach,Kreisangehörige Gemeinde,12.0,1,0.0,1,66.0,1,5607.0,1,292.0,1,1,1584,1584.0,1584.0,640,640.0,640.0,308,308.0,308.0,1,['01945     '],1,[3057],1,[11050],1,[35370],1,[65]
8794,120670036036,Brandenburg,12,0,67,0036,036,"Beeskow, Stadt",Stadt,12.0,1,0.0,1,67.0,1,36.0,1,36.0,1,1,7790,7790.0,7790.0,8272,8272.0,8272.0,3945,3945.0,3945.0,1,['15848     '],1,[3061],1,[12060],1,[37130],1,[63]
8795,120670120120,Brandenburg,12,0,67,0120,120,"Eisenhüttenstadt, Stadt",Stadt,12.0,1,0.0,1,67.0,1,120.0,1,120.0,1,1,6348,6348.0,6348.0,24447,24447.0,24447.0,11974,11974.0,11974.0,1,['15890     '],1,[3061],1,[12050],1,[37090],1,[63]
8796,120670124124,Brandenburg,12,0,67,0124,124,"Erkner, Stadt",Stadt,12.0,1,0.0,1,67.0,1,124.0,1,124.0,1,1,1653,1653.0,1653.0,12008,12008.0,12008.0,5695,5695.0,5695.0,1,['15537     '],1,[3061],1,[12060],1,[37130],1,[63]
8797,120670137137,Brandenburg,12,0,67,0137,137,"Friedland, Stadt",Stadt,12.0,1,0.0,1,67.0,1,137.0,1,137.0,1,1,17414,17414.0,17414.0,2985,2985.0,2985.0,1513,1513.0,1513.0,1,['15848     '],1,[3061],1,[12060],1,[37090],1,[63]
8798,120670144144,Brandenburg,12,0,67,0144,144,"Fürstenwalde/Spree, Stadt",Stadt,12.0,1,0.0,1,67.0,1,144.0,1,144.0,1,1,7068,7068.0,7068.0,32763,32763.0,32763.0,16242,16242.0,16242.0,1,['15517     '],1,[3061],1,[12060],1,[37130],1,[63]
8799,120670201201,Brandenburg,12,0,67,0201,201,Grünheide (Mark),Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,201.0,1,201.0,1,1,12690,12690.0,12690.0,9193,9193.0,9193.0,4519,4519.0,4519.0,1,['15537     '],1,[3061],1,[12060],1,[37130],1,[63]
8800,120670426426,Brandenburg,12,0,67,0426,426,Rietz-Neuendorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,426.0,1,426.0,1,1,18481,18481.0,18481.0,4211,4211.0,4211.0,2119,2119.0,2119.0,1,['15848     '],1,[3061],1,[12060],1,[37130],1,[63]
8801,120670440440,Brandenburg,12,0,67,0440,440,Schöneiche bei Berlin,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,440.0,1,440.0,1,1,1673,1673.0,1673.0,13145,13145.0,13145.0,6442,6442.0,6442.0,1,['15566     '],1,[3061],1,[12060],1,[37130],1,[63]
8802,120670481481,Brandenburg,12,0,67,0481,481,"Storkow (Mark), Stadt",Stadt,12.0,1,0.0,1,67.0,1,481.0,1,481.0,1,1,18072,18072.0,18072.0,9491,9491.0,9491.0,4669,4669.0,4669.0,1,['15859     '],1,[3061],1,[12060],1,[37130],1,[63]
8803,120670493493,Brandenburg,12,0,67,0493,493,Tauche,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,493.0,1,493.0,1,1,12160,12160.0,12160.0,3741,3741.0,3741.0,1906,1906.0,1906.0,1,['15848     '],1,[3061],1,[12060],1,[37130],1,[63]
8804,120670544544,Brandenburg,12,0,67,0544,544,Woltersdorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,544.0,1,544.0,1,1,912,912.0,912.0,8446,8446.0,8446.0,4151,4151.0,4151.0,1,['15569     '],1,[3061],1,[12060],1,[37130],1,[63]
8805,120675701076,Brandenburg,12,0,67,5701,076,Brieskow-Finkenheerd,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5701.0,1,76.0,1,1,1361,1361.0,1361.0,2331,2331.0,2331.0,1161,1161.0,1161.0,1,['15295     '],1,[3061],1,[12050],1,[37090],1,[63]
8806,120675701180,Brandenburg,12,0,67,5701,180,Groß Lindow,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5701.0,1,180.0,1,1,1539,1539.0,1539.0,1717,1717.0,1717.0,844,844.0,844.0,1,['15295     '],1,[3061],1,[12050],1,[37090],1,[63]
8807,120675701508,Brandenburg,12,0,67,5701,508,Vogelsang,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5701.0,1,508.0,1,1,586,586.0,586.0,720,720.0,720.0,357,357.0,357.0,1,['15890*****'],1,[3061],1,[12050],1,[37090],1,[63]
8808,120675701528,Brandenburg,12,0,67,5701,528,Wiesenau,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5701.0,1,528.0,1,1,2975,2975.0,2975.0,1230,1230.0,1230.0,581,581.0,581.0,1,['15295     '],1,[3061],1,[12050],1,[37090],1,[63]
8809,120675701552,Brandenburg,12,0,67,5701,552,Ziltendorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5701.0,1,552.0,1,1,2877,2877.0,2877.0,1477,1477.0,1477.0,729,729.0,729.0,1,['15295     '],1,[3061],1,[12050],1,[37090],1,[63]
8810,120675705292,Brandenburg,12,0,67,5705,292,Lawitz,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5705.0,1,292.0,1,1,607,607.0,607.0,554,554.0,554.0,281,281.0,281.0,1,['15898     '],1,[3061],1,[12050],1,[37090],1,[63]
8811,120675705338,Brandenburg,12,0,67,5705,338,Neißemünde,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5705.0,1,338.0,1,1,4228,4228.0,4228.0,1580,1580.0,1580.0,798,798.0,798.0,1,['15898     '],1,[3061],1,[12050],1,[37090],1,[63]
8812,120675705357,Brandenburg,12,0,67,5705,357,Neuzelle,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5705.0,1,357.0,1,1,13593,13593.0,13593.0,4226,4226.0,4226.0,2101,2101.0,2101.0,1,['15898     '],1,[3061],1,[12050],1,[37090],1,[63]
8813,120675706040,Brandenburg,12,0,67,5706,040,Berkenbrück,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5706.0,1,40.0,1,1,1785,1785.0,1785.0,1109,1109.0,1109.0,542,542.0,542.0,1,['15518     '],1,[3061],1,[12060],1,[37130],1,[63]
8814,120675706072,Brandenburg,12,0,67,5706,072,Briesen (Mark),Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5706.0,1,72.0,1,1,11167,11167.0,11167.0,2959,2959.0,2959.0,1496,1496.0,1496.0,1,['15518     '],1,[3061],1,[12060],1,[37130],1,[63]
8815,120675706237,Brandenburg,12,0,67,5706,237,Jacobsdorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5706.0,1,237.0,1,1,5058,5058.0,5058.0,1883,1883.0,1883.0,912,912.0,912.0,1,['15236*****'],1,[3061],1,[12060],1,[37130],1,[63]
8816,120675706473,Brandenburg,12,0,67,5706,473,Steinhöfel,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5706.0,1,473.0,1,1,16046,16046.0,16046.0,4510,4510.0,4510.0,2244,2244.0,2244.0,1,['15518     '],1,[3061],1,[12060],1,[37130],1,[63]
8817,120675707024,Brandenburg,12,0,67,5707,024,Bad Saarow,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5707.0,1,24.0,1,1,5036,5036.0,5036.0,6546,6546.0,6546.0,3253,3253.0,3253.0,1,['15526     '],1,[3061],1,[12060],1,[37130],1,[63]
8818,120675707112,Brandenburg,12,0,67,5707,112,Diensdorf-Radlow,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5707.0,1,112.0,1,1,935,935.0,935.0,580,580.0,580.0,288,288.0,288.0,1,['15864*****'],1,[3061],1,[12060],1,[37130],1,[63]
8819,120675707288,Brandenburg,12,0,67,5707,288,Langewahl,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5707.0,1,288.0,1,1,1344,1344.0,1344.0,860,860.0,860.0,439,439.0,439.0,1,['15518*****'],1,[3061],1,[12060],1,[37130],1,[63]
8820,120675707413,Brandenburg,12,0,67,5707,413,Reichenwalde,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5707.0,1,413.0,1,1,2631,2631.0,2631.0,1295,1295.0,1295.0,657,657.0,657.0,1,['15526     '],1,[3061],1,[12060],1,[37130],1,[63]
8821,120675707520,Brandenburg,12,0,67,5707,520,Wendisch Rietz,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5707.0,1,520.0,1,1,2507,2507.0,2507.0,1678,1678.0,1678.0,782,782.0,782.0,1,['15864*****'],1,[3061],1,[12060],1,[37130],1,[63]
8822,120675708205,Brandenburg,12,0,67,5708,205,Grunow-Dammendorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5708.0,1,205.0,1,1,4513,4513.0,4513.0,500,500.0,500.0,271,271.0,271.0,1,['15299     '],1,[3061],1,[12050],1,[37090],1,[63]
8823,120675708324,Brandenburg,12,0,67,5708,324,Mixdorf,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5708.0,1,324.0,1,1,1322,1322.0,1322.0,908,908.0,908.0,447,447.0,447.0,1,['15299     '],1,[3061],1,[12050],1,[37090],1,[63]
8824,120675708336,Brandenburg,12,0,67,5708,336,"Müllrose, Stadt",Stadt,12.0,1,0.0,1,67.0,1,5708.0,1,336.0,1,1,6923,6923.0,6923.0,4734,4734.0,4734.0,2264,2264.0,2264.0,1,['15299     '],1,[3061],1,[12050],1,[37090],1,[63]
8825,120675708397,Brandenburg,12,0,67,5708,397,Ragow-Merz,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5708.0,1,397.0,1,1,4375,4375.0,4375.0,496,496.0,496.0,233,233.0,233.0,1,['15848*****'],1,[3061],1,[12050],1,[37090],1,[63]
8826,120675708438,Brandenburg,12,0,67,5708,438,Schlaubetal,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5708.0,1,438.0,1,1,5256,5256.0,5256.0,1841,1841.0,1841.0,904,904.0,904.0,1,['15890*****'],1,[3061],1,[12050],1,[37090],1,[63]
8827,120675708458,Brandenburg,12,0,67,5708,458,Siehdichum,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5708.0,1,458.0,1,1,7362,7362.0,7362.0,1520,1520.0,1520.0,761,761.0,761.0,1,['15890*****'],1,[3061],1,[12050],1,[37090],1,[63]
8828,120675709173,Brandenburg,12,0,67,5709,173,Gosen-Neu Zittau,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5709.0,1,173.0,1,1,1526,1526.0,1526.0,3428,3428.0,3428.0,1777,1777.0,1777.0,1,['15537*****'],1,[3061],1,[12060],1,[37130],1,[63]
8829,120675709408,Brandenburg,12,0,67,5709,408,Rauen,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5709.0,1,408.0,1,1,2159,2159.0,2159.0,2048,2048.0,2048.0,1002,1002.0,1002.0,1,['15518*****'],1,[3061],1,[12060],1,[37130],1,[63]
8830,120675709469,Brandenburg,12,0,67,5709,469,Spreenhagen,Kreisangehörige Gemeinde,12.0,1,0.0,1,67.0,1,5709.0,1,469.0,1,1,13703,13703.0,13703.0,3528,3528.0,3528.0,1757,1757.0,1757.0,1,['15528     '],1,[3061],1,[12060],1,[37130],1,[63]
8831,120680117117,Brandenburg,12,0,68,0117,117,Fehrbellin,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,117.0,1,117.0,1,1,27037,27037.0,27037.0,9049,9049.0,9049.0,4660,4660.0,4660.0,1,['16833*****'],1,[3052],1,[14010],1,[38010],1,[56]
8832,120680181181,Brandenburg,12,0,68,0181,181,Heiligengrabe,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,181.0,1,181.0,1,1,20763,20763.0,20763.0,4445,4445.0,4445.0,2251,2251.0,2251.0,1,['16909     '],1,[3052],1,[14010],1,[38330],1,[56]
8833,120680264264,Brandenburg,12,0,68,0264,264,"Kyritz, Stadt",Stadt,12.0,1,0.0,1,68.0,1,264.0,1,264.0,1,1,15738,15738.0,15738.0,9114,9114.0,9114.0,4422,4422.0,4422.0,1,['16866     '],1,[3052],1,[14010],1,[38090],1,[56]
8834,120680320320,Brandenburg,12,0,68,0320,320,"Neuruppin, Stadt",Stadt,12.0,1,0.0,1,68.0,1,320.0,1,320.0,1,1,30520,30520.0,30520.0,31803,31803.0,31803.0,15578,15578.0,15578.0,1,['16816*****'],1,[3052],1,[14010],1,[38010],1,[56]
8835,120680353353,Brandenburg,12,0,68,0353,353,"Rheinsberg, Stadt",Stadt,12.0,1,0.0,1,68.0,1,353.0,1,353.0,1,1,32814,32814.0,32814.0,7971,7971.0,7971.0,3924,3924.0,3924.0,1,['16831*****'],1,[3052],1,[14010],1,[38010],1,[56]
8836,120680468468,Brandenburg,12,0,68,0468,468,"Wittstock/Dosse, Stadt",Stadt,12.0,1,0.0,1,68.0,1,468.0,1,468.0,1,1,42023,42023.0,42023.0,13994,13994.0,13994.0,6922,6922.0,6922.0,1,['16909     '],1,[3052],1,[14010],1,[38330],1,[56]
8837,120680477477,Brandenburg,12,0,68,0477,477,Wusterhausen/Dosse,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,477.0,1,477.0,1,1,19634,19634.0,19634.0,5792,5792.0,5792.0,2993,2993.0,2993.0,1,['16868*****'],1,[3052],1,[14010],1,[38090],1,[56]
8838,120685804188,Brandenburg,12,0,68,5804,188,Herzberg (Mark),Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,5804.0,1,188.0,1,1,1873,1873.0,1873.0,664,664.0,664.0,327,327.0,327.0,1,['16835     '],1,[3052],1,[14010],1,[38010],1,[56]
8839,120685804280,Brandenburg,12,0,68,5804,280,"Lindow (Mark), Stadt",Stadt,12.0,1,0.0,1,68.0,1,5804.0,1,280.0,1,1,6547,6547.0,6547.0,2941,2941.0,2941.0,1500,1500.0,1500.0,1,['16835     '],1,[3052],1,[14010],1,[38010],1,[56]
8840,120685804372,Brandenburg,12,0,68,5804,372,Rüthnick,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,5804.0,1,372.0,1,1,1769,1769.0,1769.0,444,444.0,444.0,227,227.0,227.0,1,['16835     '],1,[3052],1,[14010],1,[38010],1,[56]
8841,120685804437,Brandenburg,12,0,68,5804,437,Vielitzsee,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,5804.0,1,437.0,1,1,2218,2218.0,2218.0,468,468.0,468.0,238,238.0,238.0,1,['16835     '],1,[3052],1,[14010],1,[38010],1,[56]
8842,120685805052,Brandenburg,12,0,68,5805,052,Breddin,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,5805.0,1,52.0,1,1,4498,4498.0,4498.0,904,904.0,904.0,461,461.0,461.0,1,['16845     '],1,[3052],1,[14010],1,[38090],1,[56]
8843,120685805109,Brandenburg,12,0,68,5805,109,Dreetz,Kreisangehörige Gemeinde,12.0,1,0.0,1,68.0,1,5805.0,1,109.0,1,1,6475,6475.0,6475.0,1170,1170.0,1170.0,577,577.0,577.0,1,['16845     '],1,[3052],1,[14010],1,[38090],1,[56]
