Tabelle: 1000A-0001
Personen: Bevölkerungszahl und Fläche (Gemeinden);;;;;
Bevölkerung kompakt (Gebietsstand 15.05.2022);;;;;;;;
;;;Personen;;Fläche;;Bevölkerungsdichte;
;;;Anzahl;Anzahl;qkm;qkm;Ew/qkm;Ew/qkm
;010565660026;Hemdingen;1746;e;16,41;e;106;e
;010565660034;Langeln;591;e;10,28;e;57;e
;010565660035;Lutzhorn;799;e;21,72;e;37;e
;010565687009;Borstel-Hohenraden;2401;e;14,88;e;161;e
;010565687013;Ellerbek;4348;e;9,11;e;477;e
;010565687032;Kummerfeld;2351;e;6,50;e;362;e
;010565687040;Prisdorf;2299;e;5,23;e;440;e
;010565687047;Tangstedt (Kreis Pinneberg);2231;e;12,52;e;178;e
;010565690001;Appen;4818;e;20,30;e;237;e
;010565690016;Groß Nordende;821;e;5,64;e;146;e
;010565690019;Haselau;1128;e;18,89;e;60;e
;010565690020;Haseldorf;1838;e;18,08;e;102;e
;010565690023;Heidgraben;2730;e;5,38;e;507;e
;010565690024;Heist;2832;e;9,96;e;284;e
;010565690027;Hetlingen;1449;e;24,10;e;60;e
;010565690028;Holm;3304;e;16,05;e;206;e
;010565690036;Moorrege;4488;e;10,76;e;417;e
;010565690037;Neuendeich;496;e;8,54;e;58;e
;010570001001;Ascheberg (Holstein);3097;e;20,94;e;148;e
;010570008008;Bönebüttel;2065;e;20,40;e;101;e
;010570009009;Bösdorf;1247;e;21,09;e;59;e
;010570057057;Plön, Stadt;8889;e;36,76;e;242;e
;010570062062;Preetz, Stadt;16245;e;14,40;e;1128;e
;010570091091;Schwentinental, Stadt;13905;e;17,81;e;781;e
;010575727004;Behrensdorf (Ostsee);640;e;20,91;e;31;e
;010575727007;Blekendorf;1634;e;38,35;e;43;e
;010575727013;Dannau;585;e;9,12;e;64;e
;010575727021;Giekau;997;e;32,81;e;30;e
;010575727026;Helmstorf;302;e;12,73;e;24;e
;010575727027;Högsdorf;397;e;10,93;e;36;e
;010575727029;Hohenfelde (Kreis Plön);1018;e;10,54;e;97;e
;010575727030;Hohwacht (Ostsee);817;e;8,75;e;93;e
;010575727034;Kirchnüchel;191;e;10,09;e;19;e
;010575727035;Klamp;640;e;9,72;e;66;e
;010575727038;Kletkamp;90;e;11,52;e;8;e
;010575727048;Lütjenburg, Stadt;5259;e;6,15;e;855;e
;010575727055;Panker;1453;e;22,80;e;64;e
;010575727076;Schwartbuck;784;e;13,15;e;60;e
;010575727082;Tröndel;363;e;7,58;e;48;e
;010575739015;Dersau;956;e;7,50;e;127;e
;010575739017;Dörnick;255;e;4,30;e;59;e
;010575739022;Grebin;1004;e;24,14;e;42;e
;010575739032;Kalübbe;574;e;11,80;e;49;e
;010575739045;Lebrade;588;e;18,59;e;32;e
;010575739053;Nehmten;293;e;22,03;e;13;e
;010575739065;Rantzau;347;e;16,91;e;21;e
;010575739067;Rathjensdorf;478;e;11,79;e;41;e
;010575739089;Wittmoldt;164;e;5,71;e;29;e
;010575747002;Barmissen;168;e;5,15;e;33;e
;010575747010;Boksee;481;e;5,52;e;87;e
;010575747011;Bothkamp;255;e;13,88;e;18;e
;010575747023;Großbarkau;254;e;2,93;e;87;e
;010575747031;Honigsee;457;e;11,27;e;41;e
;010575747033;Kirchbarkau;813;e;2,16;e;376;e
;010575747037;Klein Barkau;255;e;4,19;e;61;e
;010575747042;Kühren;583;e;16,81;e;35;e
;010575747046;Lehmkuhlen;1247;e;31,38;e;40;e
;010575747047;Löptin;280;e;9,07;e;31;e
;010575747054;Nettelsee;427;e;6,47;e;66;e
;010575747058;Pohnsdorf;371;e;24,62;e;15;e
;010575747059;Postfeld;423;e;8,33;e;51;e
;010575747066;Rastorf;797;e;20,01;e;40;e
;010575747070;Schellhorn;1521;e;10,45;e;146;e
;010575747084;Wahlstorf (Kreis Plön);439;e;14,83;e;30;e
;010575747086;Warnau;392;e;3,98;e;98;e
;010575755003;Barsbek;565;e;8,73;e;65;e
;010575755006;Bendfeld;201;e;4,41;e;46;e
;010575755012;Brodersdorf;406;e;3,63;e;112;e
;010575755018;Fahren;128;e;3,60;e;36;e
;010575755020;Fiefbergen;530;e;5,80;e;91;e
;010575755028;Höhndorf;462;e;5,63;e;82;e
;010575755039;Köhn;757;e;13,15;e;58;e
;010575755040;Krokau;414;e;4,45;e;93;e
;010575755041;Krummbek;406;e;5,48;e;74;e
;010575755043;Laboe;5412;e;5,23;e;1035;e
;010575755049;Lutterbek;330;e;3,23;e;102;e
;010575755056;Passade;386;e;4,32;e;89;e
;010575755060;Prasdorf;466;e;4,77;e;98;e
;010575755063;Probsteierhagen;2319;e;14,95;e;155;e
;010575755073;Schönberg (Holstein);6231;e;11,63;e;536;e
;010575755078;Stakendorf;473;e;7,97;e;59;e
;010575755079;Stein;812;e;3,81;e;213;e
;010575755081;Stoltenberg;323;e;7,78;e;42;e
;010575755087;Wendtorf;937;e;5,11;e;183;e
;010575755088;Wisch (Kreis Plön);666;e;9,18;e;73;e
;010575775016;Dobersdorf;1128;e;21,91;e;51;e
;010575775044;Lammershagen;254;e;26,04;e;10;e
;010575775050;Martensrade;934;e;19,54;e;48;e
;010575775052;Mucheln;579;e;14,28;e;41;e
;010575775072;Schlesen;574;e;8,00;e;72;e
;010575775077;Selent;1708;e;4,26;e;401;e
;010575775090;Fargau-Pratjau;744;e;23,53;e;32;e
;010575782025;Heikendorf;8344;e;14,72;e;567;e
;010575782051;Mönkeberg;4077;e;2,78;e;1467;e
;010575782074;Schönkirchen;6697;e;15,96;e;420;e
;010575785005;Belau;385;e;14,89;e;26;e
;010575785024;Großharrie;487;e;13,17;e;37;e
;010575785068;Rendswühren;743;e;19,75;e;38;e
;010575785069;Ruhwinkel;967;e;13,13;e;74;e
;010575785071;Schillsdorf;850;e;26,73;e;32;e
;010575785080;Stolpe (Kreis Plön);1270;e;23,21;e;55;e
;010575785083;Tasdorf;336;e;5,10;e;66;e
;010575785085;Wankendorf;2893;e;13,34;e;217;e
;010580005005;Altenholz;9895;e;19,04;e;520;e
;010580034034;Büdelsdorf, Stadt;10452;e;6,48;e;1613;e
;010580043043;Eckernförde, Stadt;21410;e;21,58;e;992;e
;010580092092;Kronshagen;12212;e;5,34;e;2287;e
;010580135135;Rendsburg, Stadt;29462;e;23,75;e;1241;e
;010580169169;Wasbek;2464;e;23,49;e;105;e
;010585803001;Achterwehr;1071;e;15,66;e;68;e
;010585803028;Bredenbek;1547;e;12,43;e;124;e
;010585803050;Felde;2078;e;13,88;e;150;e
;010585803093;Krummwisch;700;e;13,91;e;50;e
;010585803104;Melsdorf;2077;e;5,89;e;353;e
;010585803126;Ottendorf (Kreis Rendsburg-Eckernförde);999;e;3,55;e;281;e
;010585803130;Quarnbek;1754;e;16,18;e;108;e
;010585803171;Westensee;1558;e;36,92;e;42;e
;010585822037;Dänischenhagen;3717;e;15,71;e;237;e
;010585822116;Noer;877;e;13,89;e;63;e
;010585822150;Schwedeneck;2843;e;28,55;e;100;e
;010585822157;Strande;1448;e;13,73;e;105;e
;010585824051;Felm;1224;e;15,33;e;80;e
;010585824058;Gettorf;7565;e;9,35;e;809;e
;010585824096;Lindau;1391;e;25,18;e;55;e
;010585824110;Neudorf-Bornstein;1125;e;14,17;e;79;e
;010585824112;Neuwittenbek;1164;e;13,12;e;89;e
;010585824121;Osdorf;2616;e;19,87;e;132;e
;010585824142;Schinkel;1030;e;10,21;e;101;e
;010585824165;Tüttendorf;1311;e;17,74;e;74;e
;010585830019;Böhnhusen;292;e;5,29;e;55;e
;010585830053;Flintbek;7432;e;17,57;e;423;e
;010585830145;Schönhorst;329;e;3,55;e;93;e
;010585830160;Techelsdorf;142;e;4,34;e;33;e
;010585833003;Alt Duvenstedt;1905;e;20,42;e;93;e
;010585833054;Fockbek;6583;e;26,65;e;247;e
;010585833118;Nübbel;1542;e;14,02;e;110;e
;010585833136;Rickert;1050;e;5,52;e;190;e
;010585847010;Bargstall;153;e;4,62;e;33;e
;010585847029;Breiholz;1327;e;18,51;e;72;e
;010585847036;Christiansholm;230;e;8,42;e;27;e
;010585847047;Elsdorf-Westermühlen;1609;e;27,48;e;59;e
;010585847055;Friedrichsgraben;50;e;5,38;e;9;e
;010585847056;Friedrichsholm;391;e;7,13;e;55;e
;010585847070;Hamdorf;1355;e;30,59;e;44;e
;010585847078;Hohn;2471;e;31,95;e;77;e
;010585847089;Königshügel;168;e;6,26;e;27;e
;010585847097;Lohe-Föhrden;442;e;16,03;e;28;e
;010585847129;Prinzenmoor;156;e;5,60;e;28;e
;010585847154;Sophienhamm;312;e;5,92;e;53;e
;010585853031;Brinjahe;101;e;4,66;e;22;e
;010585853048;Embühren;203;e;7,45;e;27;e
;010585853068;Haale;501;e;13,03;e;38;e
;010585853071;Hamweddel;450;e;9,67;e;47;e
;010585853075;Hörsten;55;e;8,83;e;6;e
;010585853086;Jevenstedt;3350;e;45,55;e;74;e
;010585853101;Luhnstedt;380;e;15,34;e;25;e
;010585853148;Schülp b. Rendsburg;1020;e;10,72;e;95;e
;010585853155;Stafstedt;355;e;11,83;e;30;e
;010585853172;Westerrönfeld;4953;e;7,78;e;637;e
;010585859018;Blumenthal;617;e;7,80;e;79;e
;010585859105;Mielkendorf;1392;e;7,78;e;179;e
;010585859107;Molfsee;5046;e;7,18;e;703;e
;010585859138;Rodenbek;457;e;7,09;e;64;e
;010585859139;Rumohr;818;e;8,60;e;95;e
;010585859141;Schierensee;347;e;9,18;e;38;e
;010585864011;Bargstedt (Kreis Rendsburg-Eckernförde);744;e;25,35;e;29;e
;010585864021;Bokel (Kreis Rendsburg-Eckernförde);582;e;15,27;e;38;e
;010585864023;Borgdorf-Seedorf;454;e;6,63;e;68;e
;010585864027;Brammer;359;e;13,66;e;26;e
;010585864038;Dätgen;596;e;10,62;e;56;e
;010585864045;Eisendorf;299;e;5,50;e;54;e
;010585864046;Ellerdorf;482;e;10,20;e;47;e
;010585864049;Emkendorf;1311;e;38,96;e;34;e
;010585864059;Gnutz;1162;e;22,93;e;51;e
;010585864065;Groß Vollstedt;969;e;9,02;e;107;e
;010585864091;Krogaspe;432;e;11,82;e;37;e
;010585864094;Langwedel;1587;e;24,22;e;66;e
;010585864117;Nortorf, Stadt;6958;e;12,77;e;545;e
;010585864120;Oldenhütten;151;e;4,33;e;35;e
;010585864147;Schülp b. Nortorf;779;e;9,85;e;79;e
;010585864163;Timmaspe;1097;e;15,36;e;71;e
;010585864168;Warder;691;e;8,71;e;79;e
;010585888026;Bovenau;1085;e;26,24;e;41;e
;010585888073;Haßmoor;274;e;10,31;e;27;e
;010585888122;Ostenfeld (Rendsburg);597;e;7,27;e;82;e
;010585888124;Osterrönfeld;4977;e;17,89;e;278;e
;010585888132;Rade b. Rendsburg;217;e;6,52;e;33;e
;010585888140;Schacht-Audorf;4813;e;6,52;e;738;e
;010585888146;Schülldorf;753;e;12,99;e;58;e
;010585889016;Bissee;166;e;9,27;e;18;e
;010585889022;Bordesholm;7789;e;10,17;e;766;e
;010585889033;Brügge;1133;e;7,85;e;144;e
;010585889063;Grevenkrug;219;e;4,15;e;53;e
;010585889064;Groß Buchwald;374;e;8,95;e;42;e
;010585889076;Hoffeld (Kreis Rendsburg-Eckernförde);171;e;6,62;e;26;e
;010585889098;Loop;189;e;8,35;e;23;e
;010585889108;Mühbrook;536;e;5,30;e;101;e
;010585889109;Negenharrie;376;e;12,44;e;30;e
;010585889133;Reesdorf;157;e;3,07;e;51;e
;010585889143;Schmalstede;296;e;4,81;e;62;e
;010585889144;Schönbek;215;e;6,13;e;35;e
;010585889153;Sören;190;e;6,50;e;29;e
;010585889170;Wattenbek;2869;e;6,05;e;474;e
;010585890008;Ascheffel;984;e;10,39;e;95;e
;010585890024;Borgstedt;1742;e;9,15;e;190;e
;010585890030;Brekendorf;963;e;20,47;e;47;e
;010585890035;Bünsdorf;531;e;13,24;e;40;e
;010585890039;Damendorf;416;e;7,48;e;56;e
;010585890066;Groß Wittensee;1308;e;23,60;e;55;e
;010585890069;Haby;549;e;5,79;e;95;e
;010585890080;Holtsee;1244;e;21,72;e;57;e
;010585890081;Holzbunge;336;e;5,19;e;65;e
;010585890083;Hütten (Kreis Rendsburg-Eckernförde);215;e;6,91;e;31;e
;010585890088;Klein Wittensee;226;e;4,30;e;53;e
;010585890111;Neu Duvenstedt;129;e;5,71;e;23;e
;010585890123;Osterby (Kreis Rendsburg-Eckernförde);987;e;9,84;e;100;e
;010585890127;Owschlag;3688;e;39,31;e;94;e
;010585890152;Sehestedt;782;e;15,25;e;51;e
;010585890175;Ahlefeld-Bistensee;485;e;10,04;e;48;e
;010585893004;Altenhof (Kreis Rendsburg-Eckernförde);337;e;12,13;e;28;e
;010585893012;Barkelsby;1581;e;17,86;e;89;e
;010585893032;Brodersby (Kreis Rendsburg-Eckernförde);709;e;9,79;e;72;e
;010585893040;Damp;1510;e;13,81;e;109;e
;010585893042;Dörphof;737;e;15,02;e;49;e
;010585893052;Fleckeby;2076;e;12,31;e;169;e
;010585893057;Gammelby;519;e;8,34;e;62;e
;010585893067;Güby;673;e;11,90;e;57;e
;010585893082;Holzdorf;868;e;17,35;e;50;e
;010585893084;Hummelfeld;279;e;7,98;e;35;e
;010585893087;Karby;558;e;2,09;e;267;e
;010585893090;Kosel;1398;e;30,00;e;47;e
;010585893099;Loose;853;e;13,12;e;65;e
;010585893102;Goosefeld;724;e;9,63;e;75;e
;010585893137;Rieseby;2829;e;38,85;e;73;e
;010585893162;Thumby;357;e;27,39;e;13;e
;010585893166;Waabs;1474;e;33,26;e;44;e
;010585893173;Windeby;990;e;14,77;e;67;e
;010585893174;Winnemark;571;e;9,58;e;60;e
;010585895007;Arpsdorf;298;e;12,10;e;25;e
;010585895009;Aukrug;3721;e;49,90;e;75;e
;010585895013;Beldorf;284;e;11,96;e;24;e
;010585895014;Bendorf;440;e;20,47;e;21;e
;010585895015;Beringstedt;730;e;14,29;e;51;e
;010585895025;Bornholt;181;e;10,93;e;17;e
;010585895044;Ehndorf;599;e;14,68;e;41;e
;010585895061;Gokels;596;e;10,64;e;56;e
;010585895062;Grauel;280;e;5,74;e;49;e
;010585895072;Hanerau-Hademarschen;2902;e;14,50;e;200;e
;010585895074;Heinkenborstel;139;e;7,55;e;18;e
;010585895077;Hohenwestedt;5368;e;18,18;e;295;e
;010585895085;Jahrsdorf;227;e;8,87;e;26;e
;010585895100;Lütjenwestedt;550;e;22,32;e;25;e
;010585895103;Meezen;367;e;8,76;e;42;e
;010585895106;Mörel;257;e;8,69;e;30;e
;010585895113;Nienborstel;591;e;16,48;e;36;e
;010585895115;Nindorf;645;e;14,03;e;46;e
;010585895119;Oldenbüttel;269;e;7,97;e;34;e
;010585895125;Osterstedt;660;e;10,95;e;60;e
;010585895128;Padenstedt;1770;e;14,60;e;121;e
;010585895131;Rade b. Hohenwestedt;98;e;3,21;e;31;e
;010585895134;Remmels;441;e;9,49;e;46;e
;010585895151;Seefeld;329;e;6,77;e;49;e
;010585895156;Steenfeld;329;e;11,61;e;28;e
;010585895158;Tackesdorf;70;e;7,65;e;9;e
;010585895159;Tappendorf;334;e;6,69;e;50;e
;010585895161;Thaden;241;e;11,98;e;20;e
;010585895164;Todenbüttel;1058;e;11,78;e;90;e
;010585895167;Wapelfeld;319;e;8,11;e;39;e
;010590045045;Kappeln, Stadt;8542;e;43,33;e;197;e
;010590075075;Schleswig, Stadt;24946;e;24,30;e;1027;e
;010590113113;Glücksburg (Ostsee), Stadt;6184;e;39,68;e;156;e
;010590120120;Harrislee;11798;e;18,92;e;624;e
;010590183183;Handewitt;11330;e;77,72;e;146;e
;010595912107;Eggebek;2477;e;16,68;e;149;e
;010595912128;Janneby;409;e;14,49;e;28;e
;010595912131;Jerrishoe;1043;e;16,00;e;65;e
;010595912132;Jörl;868;e;19,69;e;44;e
;010595912138;Langstedt;1040;e;13,17;e;79;e
;010595912162;Sollerup;493;e;12,98;e;38;e
;010595912169;Süderhackstedt;341;e;10,15;e;34;e
;010595912174;Wanderup;2636;e;28,64;e;92;e
;010595915012;Borgwedel;736;e;9,95;e;74;e
;010595915018;Busdorf;2050;e;5,35;e;383;e
;010595915019;Dannewerk;1153;e;16,66;e;69;e
;010595915026;Fahrdorf;2597;e;12,00;e;216;e
;010595915032;Geltorf;351;e;8,08;e;43;e
;010595915043;Jagel;925;e;11,89;e;78;e
;010595915056;Lottorf;240;e;5,78;e;42;e
;010595915078;Selk;830;e;10,07;e;82;e
;010595919101;Tastrup;397;e;4,16;e;95;e
;010595919103;Ausacker;523;e;9,13;e;57;e
;010595919116;Großsolt;1706;e;25,07;e;68;e
;010595919126;Hürup;1258;e;16,20;e;78;e
;010595919127;Husby;2306;e;19,31;e;119;e
;010595919141;Maasbüll;692;e;7,71;e;90;e
;010595919182;Freienwill;1583;e;15,30;e;103;e
;010595920002;Arnis, Stadt;275;e;0,45;e;611;e
;010595920034;Grödersby;212;e;6,65;e;32;e
;010595920067;Oersberg;286;e;7,09;e;40;e
;010595920068;Rabenkirchen-Faulück;657;e;14,21;e;46;e
;010595937106;Dollerup;1047;e;13,08;e;80;e
;010595937118;Grundhof;1018;e;11,57;e;88;e
;010595937137;Langballig;1574;e;15,41;e;102;e
;010595937145;Munkbrarup;1139;e;13,27;e;86;e
;010595937157;Ringsberg;542;e;5,25;e;103;e
;010595937176;Wees;2399;e;12,74;e;188;e
;010595937178;Westerholz;774;e;14,71;e;53;e
;010595940159;Sieverstedt;1637;e;31,01;e;53;e
;010595940171;Tarp;5918;e;16,36;e;362;e
;010595940184;Oeversee;3489;e;36,27;e;96;e
;010595949076;Schnarup-Thumby;552;e;10,73;e;51;e
;010595949161;Sörup;4140;e;44,32;e;93;e
;010595949185;Mittelangeln;5293;e;44,96;e;118;e
;010595952105;Böxlund;115;e;4,40;e;26;e
;010595952115;Großenwiehe;3213;e;30,20;e;106;e
;010595952123;Hörup;622;e;18,15;e;34;e
;010595952124;Holt;154;e;13,42;e;11;e
;010595952129;Jardelund;302;e;16,63;e;18;e
;010595952143;Medelby;993;e;9,75;e;102;e
;010595952144;Meyn;737;e;12,40;e;59;e
;010595952149;Nordhackstedt;475;e;12,47;e;38;e
;010595952151;Osterby (Kreis Schleswig-Flensburg);312;e;12,35;e;25;e
;010595952158;Schafflund;2939;e;19,09;e;154;e
;010595952173;Wallsbüll;908;e;13,23;e;69;e
;010595952177;Weesby;431;e;21,44;e;20;e
;010595952179;Lindewitt;2008;e;53,28;e;38;e
;010595974006;Böel;733;e;13,66;e;54;e
;010595974055;Loit;260;e;6,69;e;39;e
;010595974060;Mohrkirch;937;e;14,42;e;65;e
;010595974063;Norderbrarup;656;e;3,98;e;165;e
;010595974065;Nottfeld;116;e;3,18;e;36;e
;010595974070;Rügge;240;e;6,01;e;40;e
;010595974072;Saustrup;207;e;8,14;e;25;e
;010595974074;Scheggerott;350;e;6,32;e;55;e
;010595974080;Steinfeld (Kreis Schleswig-Flensburg);783;e;8,73;e;90;e
;010595974083;Süderbrarup;5231;e;20,06;e;261;e
;010595974094;Ulsnis;703;e;19,81;e;35;e
;010595974095;Wagersrott;222;e;5,63;e;39;e
;010595974187;Boren;1122;e;30,15;e;37;e
;010595987008;Böklund;1673;e;7,88;e;212;e
;010595987037;Havetoft;954;e;14,53;e;66;e
;010595987042;Idstedt;880;e;13,35;e;66;e
;010595987049;Klappholz;461;e;8,22;e;56;e
;010595987062;Neuberend;1142;e;4,42;e;258;e
;010595987073;Schaalby;1537;e;25,00;e;61;e
;010595987081;Stolk;851;e;14,54;e;59;e
;010595987082;Struxdorf;668;e;13,40;e;50;e
;010595987084;Süderfahrenstedt;466;e;9,15;e;51;e
;010595987086;Taarstedt;930;e;13,69;e;68;e
;010595987090;Tolk;1042;e;10,44;e;100;e
;010595987093;Uelsby;412;e;10,59;e;39;e
;010595987097;Twedt;498;e;12,52;e;40;e
;010595987098;Nübel;1283;e;18,34;e;70;e
;010595987189;Brodersby-Goltoft;663;e;13,45;e;49;e
;010595990102;Ahneby;207;e;3,80;e;54;e
;010595990109;Esgrus;814;e;18,07;e;45;e
;010595990112;Gelting;2312;e;20,02;e;115;e
;010595990121;Hasselberg;927;e;11,31;e;82;e
;010595990136;Kronsgaard;266;e;5,92;e;45;e
;010595990142;Maasholm;660;e;8,42;e;78;e
;010595990147;Nieby;128;e;8,07;e;16;e
;010595990148;Niesgrau;545;e;9,89;e;55;e
;010595990152;Pommerby;158;e;5,55;e;28;e
;010595990154;Rabel;623;e;8,84;e;70;e
;010595990155;Rabenholz;297;e;5,80;e;51;e
;010595990163;Stangheck;228;e;10,00;e;23;e
;010595990164;Steinberg (Kreis Schleswig-Flensburg);859;e;16,29;e;53;e
;010595990167;Sterup;1423;e;17,15;e;83;e
;010595990168;Stoltebüll;700;e;16,40;e;43;e
;010595990186;Steinbergkirche;2817;e;35,72;e;79;e
;010595993010;Bollingstedt;1403;e;27,05;e;52;e
;010595993023;Ellingstedt;734;e;21,49;e;34;e
;010595993039;Hollingstedt (Kreis Schleswig-Flensburg);1015;e;17,51;e;58;e
;010595993041;Hüsby;751;e;9,68;e;78;e
;010595993044;Jübek;2679;e;15,58;e;172;e
;010595993057;Lürschau;1084;e;16,51;e;66;e
;010595993077;Schuby;2738;e;23,94;e;114;e
;010595993079;Silberstedt;2367;e;37,91;e;62;e
;010595993092;Treia;1607;e;21,72;e;74;e
;010595996001;Alt Bennebek;327;e;14,09;e;23;e
;010595996005;Bergenhusen;726;e;18,22;e;40;e
;010595996009;Börm;757;e;18,71;e;40;e
;010595996020;Dörpstedt;591;e;16,61;e;36;e
;010595996024;Erfde;2044;e;33,96;e;60;e
;010595996035;Groß Rheide;943;e;15,37;e;61;e
;010595996050;Klein Bennebek;526;e;25,63;e;21;e
;010595996051;Klein Rheide;323;e;12,82;e;25;e
;010595996053;Kropp;6557;e;31,94;e;205;e
;010595996058;Meggerdorf;705;e;24,11;e;29;e
;010595996087;Tetenhusen;967;e;23,19;e;42;e
;010595996088;Tielen;292;e;13,34;e;22;e
;010595996096;Wohlde;507;e;14,43;e;35;e
;010595996188;Stapel;1927;e;32,67;e;59;e
;010600004004;Bad Bramstedt, Stadt;15161;e;24,14;e;628;e
;010600005005;Bad Segeberg, Stadt;17671;e;18,87;e;936;e
;010600019019;Ellerau;6196;e;7,09;e;874;e
;010600039039;Henstedt-Ulzburg;27966;e;39,46;e;709;e
;010600044044;Kaltenkirchen, Stadt;23114;e;23,11;e;1000;e
;010600063063;Norderstedt, Stadt;80316;e;58,10;e;1382;e
;010600092092;Wahlstedt, Stadt;9782;e;15,75;e;621;e
;010605005003;Armstedt;373;e;8,92;e;42;e
;010605005009;Bimöhlen;1056;e;17,24;e;61;e
;010605005013;Borstel (Kreis Segeberg);140;e;5,12;e;27;e
;010605005021;Föhrden-Barl;307;e;9,23;e;33;e
;010605005023;Fuhlendorf (Kreis Segeberg);431;e;6,49;e;66;e
;010605005027;Großenaspe;2976;e;45,62;e;65;e
;010605005031;Hagen;476;e;8,20;e;58;e
;010605005033;Hardebek;481;e;10,01;e;48;e
;010605005035;Hasenkrug;365;e;5,20;e;70;e
;010605005037;Heidmoor;308;e;18,24;e;17;e
;010605005040;Hitzhusen;1252;e;7,93;e;158;e
;010605005056;Mönkloh;249;e;12,52;e;20;e
;010605005095;Weddelbrook;1065;e;14,06;e;76;e
;010605005099;Wiemersdorf;1691;e;17,55;e;96;e
;010605024012;Bornhöved;3315;e;14,12;e;235;e
;010605024017;Damsdorf;234;e;7,74;e;30;e
;010605024026;Gönnebek;539;e;14,86;e;36;e
;010605024072;Schmalensee;490;e;8,68;e;56;e
;010605024080;Stocksee;407;e;11,38;e;36;e
;010605024086;Tarbek;171;e;10,02;e;17;e
;010605024087;Tensfeld;703;e;7,65;e;92;e
;010605024089;Trappenkamp;5023;e;3,45;e;1456;e
;010605034043;Itzstedt;2497;e;7,13;e;350;e
;010605034046;Kayhude;1176;e;5,25;e;224;e
;010605034058;Nahe;2443;e;10,37;e;236;e
;010605034065;Oering;1394;e;9,09;e;153;e
;010605034076;Seth;1756;e;10,55;e;166;e
;010605034085;Sülfeld;3320;e;26,05;e;127;e
;010605043002;Alveslohe;2713;e;21,56;e;126;e
;010605043034;Hartenholm;1811;e;15,38;e;118;e
;010605043036;Hasenmoor;689;e;17,76;e;39;e
;010605043054;Lentföhrden;2611;e;20,08;e;130;e
;010605043064;Nützen;1196;e;21,62;e;55;e
;010605043073;Schmalfeld;1874;e;19,33;e;97;e
;010605048042;Hüttblek;363;e;2,75;e;132;e
;010605048045;Kattendorf;820;e;9,84;e;83;e
;010605048047;Kisdorf;3928;e;24,51;e;160;e
;010605048066;Oersdorf;876;e;6,65;e;132;e
;010605048077;Sievershütten;1096;e;7,08;e;155;e
;010605048082;Struvenhütten;959;e;12,88;e;74;e
;010605048084;Stuvenborn;826;e;7,98;e;104;e
;010605048094;Wakendorf II;1343;e;12,80;e;105;e
;010605048100;Winsen;377;e;4,08;e;92;e
;010605053007;Bark;982;e;20,43;e;48;e
;010605053008;Bebensee;675;e;6,68;e;101;e
;010605053022;Fredesdorf;420;e;5,89;e;71;e
;010605053029;Groß Niendorf (Kreis Segeberg);677;e;10,68;e;63;e
;010605053041;Högersdorf;399;e;4,95;e;81;e
;010605053051;Kükels;455;e;8,45;e;54;e
;010605053053;Leezen (Kreis Segeberg);1833;e;14,98;e;122;e
;010605053057;Mözen;463;e;7,72;e;60;e
;010605053062;Neversdorf;716;e;7,22;e;99;e
;010605053074;Schwissel;275;e;4,44;e;62;e
;010605053088;Todesfelde;1084;e;17,25;e;63;e
;010605053101;Wittenborn;1018;e;6,19;e;164;e
;010605063011;Boostedt;5269;e;27,11;e;194;e
;010605063016;Daldorf;637;e;15,16;e;42;e
;010605063028;Groß Kummerfeld;1810;e;30,19;e;60;e
;010605063038;Heidmühlen;668;e;17,83;e;37;e
;010605063052;Latendorf;612;e;17,94;e;34;e
;010605063068;Rickling;3119;e;38,94;e;80;e
;010605086006;Bahrenhof;209;e;5,71;e;37;e
;010605086010;Blunk;575;e;10,69;e;54;e
;010605086015;Bühnsdorf;368;e;4,15;e;89;e
;010605086018;Dreggers;44;e;2,79;e;16;e
;010605086020;Fahrenkrug;1542;e;6,21;e;248;e
;010605086024;Geschendorf;560;e;5,70;e;98;e
;010605086025;Glasau;830;e;18,83;e;44;e
;010605086030;Groß Rönnau;516;e;6,38;e;81;e
;010605086048;Klein Gladebrügge;544;e;4,67;e;116;e
;010605086049;Klein Rönnau;1795;e;4,53;e;396;e
;010605086050;Krems II;395;e;11,25;e;35;e
;010605086059;Negernbötel;981;e;16,97;e;58;e
;010605086060;Nehms;568;e;15,32;e;37;e
;010605086061;Neuengörs;810;e;13,40;e;60;e
;010605086067;Pronstorf;1601;e;36,31;e;44;e
;010605086069;Rohlstorf;1161;e;19,68;e;59;e
;010605086070;Schackendorf;870;e;7,85;e;111;e
;010605086071;Schieren;258;e;6,36;e;41;e
;010605086075;Seedorf (Kreis Segeberg);2186;e;48,93;e;45;e
;010605086079;Stipsdorf;243;e;3,51;e;69;e
;010605086081;Strukdorf;266;e;7,30;e;36;e
;010605086090;Travenhorst;199;e;8,56;e;23;e
;010605086091;Traventhal;534;e;5,37;e;99;e
;010605086093;Wakendorf I;482;e;5,34;e;90;e
;010605086096;Weede;1019;e;16,41;e;62;e
;010605086097;Wensin;898;e;20,17;e;45;e
;010605086098;Westerrade;431;e;5,62;e;77;e
;010610029029;Glückstadt, Stadt;11187;e;22,75;e;492;e
;010610046046;Itzehoe, Stadt;32256;e;28,54;e;1130;e
;010610113113;Wilster, Stadt;4280;e;2,71;e;1579;e
;010615104005;Auufer;131;e;5,12;e;26;e
;010615104016;Breitenberg (Kreis Steinburg);346;e;2,90;e;119;e
